bikes,year,month,day,hourfrom,dayofyear
50,2022,4,4,21,94
24,2022,4,4,22,94
13,2022,4,4,23,94
1,2022,4,5,0,95
3,2022,4,5,1,95
0,2022,4,5,2,95
2,2022,4,5,3,95
7,2022,4,5,4,95
31,2022,4,5,5,95
112,2022,4,5,6,95
245,2022,4,5,7,95
271,2022,4,5,8,95
111,2022,4,5,9,95
73,2022,4,5,10,95
87,2022,4,5,11,95
121,2022,4,5,12,95
144,2022,4,5,13,95
102,2022,4,5,14,95
133,2022,4,5,15,95
208,2022,4,5,16,95
255,2022,4,5,17,95
188,2022,4,5,18,95
119,2022,4,5,19,95
86,2022,4,5,20,95
45,2022,4,5,21,95
28,2022,4,5,22,95
6,2022,4,5,23,95
7,2022,4,6,0,96
32,2022,4,6,1,96
2,2022,4,6,2,96
3,2022,4,6,3,96
5,2022,4,6,4,96
30,2022,4,6,5,96
101,2022,4,6,6,96
321,2022,4,6,7,96
264,2022,4,6,8,96
152,2022,4,6,9,96
88,2022,4,6,10,96
107,2022,4,6,11,96
181,2022,4,6,12,96
166,2022,4,6,13,96
112,2022,4,6,14,96
133,2022,4,6,15,96
151,2022,4,6,16,96
211,2022,4,6,17,96
188,2022,4,6,18,96
120,2022,4,6,19,96
70,2022,4,6,20,96
49,2022,4,6,21,96
51,2022,4,6,22,96
16,2022,4,6,23,96
6,2022,4,7,0,97
3,2022,4,7,1,97
2,2022,4,7,2,97
3,2022,4,7,3,97
7,2022,4,7,4,97
22,2022,4,7,5,97
109,2022,4,7,6,97
293,2022,4,7,7,97
236,2022,4,7,8,97
132,2022,4,7,9,97
68,2022,4,7,10,97
101,2022,4,7,11,97
129,2022,4,7,12,97
110,2022,4,7,13,97
95,2022,4,7,14,97
122,2022,4,7,15,97
196,2022,4,7,16,97
207,2022,4,7,17,97
148,2022,4,7,18,97
93,2022,4,7,19,97
62,2022,4,7,20,97
50,2022,4,7,21,97
27,2022,4,7,22,97
11,2022,4,7,23,97
11,2022,4,8,0,98
2,2022,4,8,1,98
1,2022,4,8,2,98
1,2022,4,8,3,98
4,2022,4,8,4,98
14,2022,4,8,5,98
76,2022,4,8,6,98
157,2022,4,8,7,98
147,2022,4,8,8,98
88,2022,4,8,9,98
56,2022,4,8,10,98
45,2022,4,8,11,98
109,2022,4,8,12,98
109,2022,4,8,13,98
73,2022,4,8,14,98
81,2022,4,8,15,98
112,2022,4,8,16,98
114,2022,4,8,17,98
104,2022,4,8,18,98
50,2022,4,8,19,98
47,2022,4,8,20,98
30,2022,4,8,21,98
18,2022,4,8,22,98
24,2022,4,8,23,98
13,2022,4,9,0,99
10,2022,4,9,1,99
13,2022,4,9,2,99
15,2022,4,9,3,99
10,2022,4,9,4,99
9,2022,4,9,5,99
24,2022,4,9,6,99
26,2022,4,9,7,99
30,2022,4,9,8,99
40,2022,4,9,9,99
39,2022,4,9,10,99
60,2022,4,9,11,99
58,2022,4,9,12,99
75,2022,4,9,13,99
86,2022,4,9,14,99
82,2022,4,9,15,99
62,2022,4,9,16,99
63,2022,4,9,17,99
64,2022,4,9,18,99
37,2022,4,9,19,99
37,2022,4,9,20,99
17,2022,4,9,21,99
16,2022,4,9,22,99
15,2022,4,9,23,99
10,2022,4,10,0,100
11,2022,4,10,1,100
5,2022,4,10,2,100
11,2022,4,10,3,100
12,2022,4,10,4,100
4,2022,4,10,5,100
12,2022,4,10,6,100
13,2022,4,10,7,100
30,2022,4,10,8,100
45,2022,4,10,9,100
47,2022,4,10,10,100
55,2022,4,10,11,100
78,2022,4,10,12,100
51,2022,4,10,13,100
81,2022,4,10,14,100
65,2022,4,10,15,100
70,2022,4,10,16,100
105,2022,4,10,17,100
58,2022,4,10,18,100
39,2022,4,10,19,100
47,2022,4,10,20,100
34,2022,4,10,21,100
21,2022,4,10,22,100
4,2022,4,10,23,100
2,2022,4,11,0,101
5,2022,4,11,1,101
0,2022,4,11,2,101
3,2022,4,11,3,101
7,2022,4,11,4,101
24,2022,4,11,5,101
102,2022,4,11,6,101
229,2022,4,11,7,101
223,2022,4,11,8,101
131,2022,4,11,9,101
83,2022,4,11,10,101
77,2022,4,11,11,101
108,2022,4,11,12,101
135,2022,4,11,13,101
111,2022,4,11,14,101
116,2022,4,11,15,101
142,2022,4,11,16,101
221,2022,4,11,17,101
132,2022,4,11,18,101
101,2022,4,11,19,101
61,2022,4,11,20,101
39,2022,4,11,21,101
32,2022,4,11,22,101
7,2022,4,11,23,101
5,2022,4,12,0,102
4,2022,4,12,1,102
4,2022,4,12,2,102
5,2022,4,12,3,102
9,2022,4,12,4,102
30,2022,4,12,5,102
119,2022,4,12,6,102
297,2022,4,12,7,102
246,2022,4,12,8,102
127,2022,4,12,9,102
90,2022,4,12,10,102
102,2022,4,12,11,102
117,2022,4,12,12,102
126,2022,4,12,13,102
96,2022,4,12,14,102
116,2022,4,12,15,102
186,2022,4,12,16,102
257,2022,4,12,17,102
174,2022,4,12,18,102
135,2022,4,12,19,102
70,2022,4,12,20,102
41,2022,4,12,21,102
42,2022,4,12,22,102
24,2022,4,12,23,102
5,2022,4,13,0,103
3,2022,4,13,1,103
2,2022,4,13,2,103
1,2022,4,13,3,103
12,2022,4,13,4,103
24,2022,4,13,5,103
114,2022,4,13,6,103
263,2022,4,13,7,103
269,2022,4,13,8,103
123,2022,4,13,9,103
82,2022,4,13,10,103
102,2022,4,13,11,103
123,2022,4,13,12,103
141,2022,4,13,13,103
95,2022,4,13,14,103
146,2022,4,13,15,103
165,2022,4,13,16,103
243,2022,4,13,17,103
157,2022,4,13,18,103
109,2022,4,13,19,103
59,2022,4,13,20,103
49,2022,4,13,21,103
24,2022,4,13,22,103
15,2022,4,13,23,103
5,2022,4,14,0,104
1,2022,4,14,1,104
2,2022,4,14,2,104
1,2022,4,14,3,104
11,2022,4,14,4,104
25,2022,4,14,5,104
106,2022,4,14,6,104
185,2022,4,14,7,104
156,2022,4,14,8,104
111,2022,4,14,9,104
76,2022,4,14,10,104
83,2022,4,14,11,104
136,2022,4,14,12,104
120,2022,4,14,13,104
113,2022,4,14,14,104
134,2022,4,14,15,104
122,2022,4,14,16,104
148,2022,4,14,17,104
112,2022,4,14,18,104
80,2022,4,14,19,104
62,2022,4,14,20,104
35,2022,4,14,21,104
35,2022,4,14,22,104
14,2022,4,14,23,104
11,2022,4,15,0,105
17,2022,4,15,1,105
13,2022,4,15,2,105
14,2022,4,15,3,105
25,2022,4,15,4,105
19,2022,4,15,5,105
20,2022,4,15,6,105
21,2022,4,15,7,105
19,2022,4,15,8,105
40,2022,4,15,9,105
54,2022,4,15,10,105
56,2022,4,15,11,105
57,2022,4,15,12,105
55,2022,4,15,13,105
73,2022,4,15,14,105
49,2022,4,15,15,105
79,2022,4,15,16,105
60,2022,4,15,17,105
63,2022,4,15,18,105
46,2022,4,15,19,105
34,2022,4,15,20,105
34,2022,4,15,21,105
36,2022,4,15,22,105
15,2022,4,15,23,105
13,2022,4,16,0,106
5,2022,4,16,1,106
6,2022,4,16,2,106
2,2022,4,16,3,106
2,2022,4,16,4,106
10,2022,4,16,5,106
18,2022,4,16,6,106
25,2022,4,16,7,106
26,2022,4,16,8,106
46,2022,4,16,9,106
58,2022,4,16,10,106
60,2022,4,16,11,106
65,2022,4,16,12,106
52,2022,4,16,13,106
66,2022,4,16,14,106
66,2022,4,16,15,106
75,2022,4,16,16,106
77,2022,4,16,17,106
50,2022,4,16,18,106
39,2022,4,16,19,106
55,2022,4,16,20,106
26,2022,4,16,21,106
17,2022,4,16,22,106
16,2022,4,16,23,106
9,2022,4,17,0,107
10,2022,4,17,1,107
13,2022,4,17,2,107
12,2022,4,17,3,107
14,2022,4,17,4,107
17,2022,4,17,5,107
13,2022,4,17,6,107
16,2022,4,17,7,107
17,2022,4,17,8,107
39,2022,4,17,9,107
51,2022,4,17,10,107
61,2022,4,17,11,107
60,2022,4,17,12,107
50,2022,4,17,13,107
60,2022,4,17,14,107
59,2022,4,17,15,107
85,2022,4,17,16,107
90,2022,4,17,17,107
64,2022,4,17,18,107
51,2022,4,17,19,107
39,2022,4,17,20,107
26,2022,4,17,21,107
21,2022,4,17,22,107
7,2022,4,17,23,107
12,2022,4,18,0,108
10,2022,4,18,1,108
3,2022,4,18,2,108
5,2022,4,18,3,108
7,2022,4,18,4,108
9,2022,4,18,5,108
11,2022,4,18,6,108
18,2022,4,18,7,108
30,2022,4,18,8,108
55,2022,4,18,9,108
56,2022,4,18,10,108
55,2022,4,18,11,108
54,2022,4,18,12,108
66,2022,4,18,13,108
89,2022,4,18,14,108
74,2022,4,18,15,108
73,2022,4,18,16,108
81,2022,4,18,17,108
66,2022,4,18,18,108
72,2022,4,18,19,108
41,2022,4,18,20,108
29,2022,4,18,21,108
18,2022,4,18,22,108
10,2022,4,18,23,108
5,2022,4,19,0,109
4,2022,4,19,1,109
0,2022,4,19,2,109
0,2022,4,19,3,109
5,2022,4,19,4,109
34,2022,4,19,5,109
95,2022,4,19,6,109
230,2022,4,19,7,109
202,2022,4,19,8,109
106,2022,4,19,9,109
79,2022,4,19,10,109
88,2022,4,19,11,109
112,2022,4,19,12,109
92,2022,4,19,13,109
89,2022,4,19,14,109
91,2022,4,19,15,109
141,2022,4,19,16,109
214,2022,4,19,17,109
171,2022,4,19,18,109
85,2022,4,19,19,109
102,2022,4,19,20,109
36,2022,4,19,21,109
30,2022,4,19,22,109
13,2022,4,19,23,109
4,2022,4,20,0,110
2,2022,4,20,1,110
1,2022,4,20,2,110
1,2022,4,20,3,110
6,2022,4,20,4,110
35,2022,4,20,5,110
108,2022,4,20,6,110
245,2022,4,20,7,110
221,2022,4,20,8,110
137,2022,4,20,9,110
93,2022,4,20,10,110
90,2022,4,20,11,110
119,2022,4,20,12,110
97,2022,4,20,13,110
113,2022,4,20,14,110
110,2022,4,20,15,110
159,2022,4,20,16,110
292,2022,4,20,17,110
188,2022,4,20,18,110
112,2022,4,20,19,110
93,2022,4,20,20,110
49,2022,4,20,21,110
33,2022,4,20,22,110
12,2022,4,20,23,110
6,2022,4,21,0,111
3,2022,4,21,1,111
4,2022,4,21,2,111
1,2022,4,21,3,111
10,2022,4,21,4,111
34,2022,4,21,5,111
122,2022,4,21,6,111
254,2022,4,21,7,111
229,2022,4,21,8,111
144,2022,4,21,9,111
109,2022,4,21,10,111
95,2022,4,21,11,111
119,2022,4,21,12,111
117,2022,4,21,13,111
78,2022,4,21,14,111
98,2022,4,21,15,111
175,2022,4,21,16,111
260,2022,4,21,17,111
226,2022,4,21,18,111
106,2022,4,21,19,111
86,2022,4,21,20,111
48,2022,4,21,21,111
46,2022,4,21,22,111
20,2022,4,21,23,111
4,2022,4,22,0,112
7,2022,4,22,1,112
7,2022,4,22,2,112
6,2022,4,22,3,112
2,2022,4,22,4,112
33,2022,4,22,5,112
101,2022,4,22,6,112
208,2022,4,22,7,112
180,2022,4,22,8,112
125,2022,4,22,9,112
90,2022,4,22,10,112
91,2022,4,22,11,112
134,2022,4,22,12,112
114,2022,4,22,13,112
108,2022,4,22,14,112
109,2022,4,22,15,112
166,2022,4,22,16,112
173,2022,4,22,17,112
162,2022,4,22,18,112
122,2022,4,22,19,112
83,2022,4,22,20,112
70,2022,4,22,21,112
43,2022,4,22,22,112
22,2022,4,22,23,112
12,2022,4,23,0,113
19,2022,4,23,1,113
10,2022,4,23,2,113
13,2022,4,23,3,113
6,2022,4,23,4,113
14,2022,4,23,5,113
22,2022,4,23,6,113
28,2022,4,23,7,113
47,2022,4,23,8,113
67,2022,4,23,9,113
60,2022,4,23,10,113
64,2022,4,23,11,113
83,2022,4,23,12,113
83,2022,4,23,13,113
90,2022,4,23,14,113
83,2022,4,23,15,113
85,2022,4,23,16,113
83,2022,4,23,17,113
79,2022,4,23,18,113
55,2022,4,23,19,113
57,2022,4,23,20,113
50,2022,4,23,21,113
27,2022,4,23,22,113
14,2022,4,23,23,113
17,2022,4,24,0,114
5,2022,4,24,1,114
7,2022,4,24,2,114
11,2022,4,24,3,114
11,2022,4,24,4,114
14,2022,4,24,5,114
22,2022,4,24,6,114
9,2022,4,24,7,114
28,2022,4,24,8,114
40,2022,4,24,9,114
42,2022,4,24,10,114
49,2022,4,24,11,114
42,2022,4,24,12,114
46,2022,4,24,13,114
44,2022,4,24,14,114
50,2022,4,24,15,114
60,2022,4,24,16,114
48,2022,4,24,17,114
235,2022,4,24,18,114
62,2022,4,24,19,114
39,2022,4,24,20,114
21,2022,4,24,21,114
20,2022,4,24,22,114
4,2022,4,24,23,114
0,2022,4,25,0,115
0,2022,4,25,1,115
0,2022,4,25,2,115
3,2022,4,25,3,115
3,2022,4,25,4,115
30,2022,4,25,5,115
120,2022,4,25,6,115
269,2022,4,25,7,115
218,2022,4,25,8,115
97,2022,4,25,9,115
90,2022,4,25,10,115
74,2022,4,25,11,115
88,2022,4,25,12,115
107,2022,4,25,13,115
107,2022,4,25,14,115
127,2022,4,25,15,115
168,2022,4,25,16,115
233,2022,4,25,17,115
144,2022,4,25,18,115
80,2022,4,25,19,115
50,2022,4,25,20,115
37,2022,4,25,21,115
16,2022,4,25,22,115
2,2022,4,25,23,115
3,2022,4,26,0,116
1,2022,4,26,1,116
1,2022,4,26,2,116
2,2022,4,26,3,116
2,2022,4,26,4,116
32,2022,4,26,5,116
104,2022,4,26,6,116
244,2022,4,26,7,116
211,2022,4,26,8,116
107,2022,4,26,9,116
74,2022,4,26,10,116
76,2022,4,26,11,116
128,2022,4,26,12,116
149,2022,4,26,13,116
119,2022,4,26,14,116
143,2022,4,26,15,116
172,2022,4,26,16,116
260,2022,4,26,17,116
213,2022,4,26,18,116
114,2022,4,26,19,116
85,2022,4,26,20,116
43,2022,4,26,21,116
36,2022,4,26,22,116
10,2022,4,26,23,116
3,2022,4,27,0,117
1,2022,4,27,1,117
2,2022,4,27,2,117
0,2022,4,27,3,117
4,2022,4,27,4,117
36,2022,4,27,5,117
143,2022,4,27,6,117
334,2022,4,27,7,117
299,2022,4,27,8,117
164,2022,4,27,9,117
112,2022,4,27,10,117
116,2022,4,27,11,117
149,2022,4,27,12,117
199,2022,4,27,13,117
147,2022,4,27,14,117
166,2022,4,27,15,117
200,2022,4,27,16,117
266,2022,4,27,17,117
186,2022,4,27,18,117
124,2022,4,27,19,117
97,2022,4,27,20,117
66,2022,4,27,21,117
57,2022,4,27,22,117
21,2022,4,27,23,117
2,2022,4,28,0,118
1,2022,4,28,1,118
1,2022,4,28,2,118
1,2022,4,28,3,118
6,2022,4,28,4,118
28,2022,4,28,5,118
131,2022,4,28,6,118
356,2022,4,28,7,118
307,2022,4,28,8,118
155,2022,4,28,9,118
96,2022,4,28,10,118
124,2022,4,28,11,118
148,2022,4,28,12,118
147,2022,4,28,13,118
146,2022,4,28,14,118
150,2022,4,28,15,118
261,2022,4,28,16,118
299,2022,4,28,17,118
264,2022,4,28,18,118
143,2022,4,28,19,118
94,2022,4,28,20,118
62,2022,4,28,21,118
55,2022,4,28,22,118
11,2022,4,28,23,118
9,2022,4,29,0,119
5,2022,4,29,1,119
1,2022,4,29,2,119
0,2022,4,29,3,119
3,2022,4,29,4,119
25,2022,4,29,5,119
122,2022,4,29,6,119
293,2022,4,29,7,119
247,2022,4,29,8,119
133,2022,4,29,9,119
113,2022,4,29,10,119
119,2022,4,29,11,119
158,2022,4,29,12,119
200,2022,4,29,13,119
122,2022,4,29,14,119
148,2022,4,29,15,119
240,2022,4,29,16,119
203,2022,4,29,17,119
178,2022,4,29,18,119
127,2022,4,29,19,119
90,2022,4,29,20,119
66,2022,4,29,21,119
89,2022,4,29,22,119
49,2022,4,29,23,119
42,2022,4,30,0,120
17,2022,4,30,1,120
32,2022,4,30,2,120
17,2022,4,30,3,120
30,2022,4,30,4,120
11,2022,4,30,5,120
27,2022,4,30,6,120
51,2022,4,30,7,120
67,2022,4,30,8,120
102,2022,4,30,9,120
92,2022,4,30,10,120
79,2022,4,30,11,120
72,2022,4,30,12,120
86,2022,4,30,13,120
110,2022,4,30,14,120
93,2022,4,30,15,120
71,2022,4,30,16,120
104,2022,4,30,17,120
103,2022,4,30,18,120
85,2022,4,30,19,120
59,2022,4,30,20,120
48,2022,4,30,21,120
39,2022,4,30,22,120
17,2022,4,30,23,120
15,2022,5,1,0,121
15,2022,5,1,1,121
16,2022,5,1,2,121
4,2022,5,1,3,121
14,2022,5,1,4,121
11,2022,5,1,5,121
24,2022,5,1,6,121
19,2022,5,1,7,121
32,2022,5,1,8,121
54,2022,5,1,9,121
81,2022,5,1,10,121
74,2022,5,1,11,121
56,2022,5,1,12,121
114,2022,5,1,13,121
89,2022,5,1,14,121
106,2022,5,1,15,121
103,2022,5,1,16,121
118,2022,5,1,17,121
332,2022,5,1,18,121
208,2022,5,1,19,121
120,2022,5,1,20,121
58,2022,5,1,21,121
33,2022,5,1,22,121
6,2022,5,1,23,121
4,2022,5,2,0,122
2,2022,5,2,1,122
0,2022,5,2,2,122
2,2022,5,2,3,122
6,2022,5,2,4,122
33,2022,5,2,5,122
134,2022,5,2,6,122
347,2022,5,2,7,122
336,2022,5,2,8,122
140,2022,5,2,9,122
116,2022,5,2,10,122
101,2022,5,2,11,122
156,2022,5,2,12,122
144,2022,5,2,13,122
125,2022,5,2,14,122
147,2022,5,2,15,122
188,2022,5,2,16,122
309,2022,5,2,17,122
215,2022,5,2,18,122
140,2022,5,2,19,122
119,2022,5,2,20,122
47,2022,5,2,21,122
63,2022,5,2,22,122
15,2022,5,2,23,122
9,2022,5,3,0,123
1,2022,5,3,1,123
2,2022,5,3,2,123
1,2022,5,3,3,123
4,2022,5,3,4,123
30,2022,5,3,5,123
169,2022,5,3,6,123
397,2022,5,3,7,123
365,2022,5,3,8,123
156,2022,5,3,9,123
103,2022,5,3,10,123
90,2022,5,3,11,123
134,2022,5,3,12,123
182,2022,5,3,13,123
114,2022,5,3,14,123
153,2022,5,3,15,123
239,2022,5,3,16,123
334,2022,5,3,17,123
228,2022,5,3,18,123
122,2022,5,3,19,123
104,2022,5,3,20,123
59,2022,5,3,21,123
37,2022,5,3,22,123
15,2022,5,3,23,123
11,2022,5,4,0,124
9,2022,5,4,1,124
6,2022,5,4,2,124
1,2022,5,4,3,124
6,2022,5,4,4,124
31,2022,5,4,5,124
137,2022,5,4,6,124
369,2022,5,4,7,124
312,2022,5,4,8,124
163,2022,5,4,9,124
117,2022,5,4,10,124
138,2022,5,4,11,124
167,2022,5,4,12,124
166,2022,5,4,13,124
100,2022,5,4,14,124
125,2022,5,4,15,124
162,2022,5,4,16,124
272,2022,5,4,17,124
197,2022,5,4,18,124
137,2022,5,4,19,124
77,2022,5,4,20,124
193,2022,5,4,21,124
52,2022,5,4,22,124
30,2022,5,4,23,124
3,2022,5,5,0,125
1,2022,5,5,1,125
3,2022,5,5,2,125
1,2022,5,5,3,125
5,2022,5,5,4,125
40,2022,5,5,5,125
134,2022,5,5,6,125
288,2022,5,5,7,125
285,2022,5,5,8,125
133,2022,5,5,9,125
72,2022,5,5,10,125
92,2022,5,5,11,125
121,2022,5,5,12,125
125,2022,5,5,13,125
80,2022,5,5,14,125
116,2022,5,5,15,125
137,2022,5,5,16,125
232,2022,5,5,17,125
162,2022,5,5,18,125
106,2022,5,5,19,125
68,2022,5,5,20,125
44,2022,5,5,21,125
42,2022,5,5,22,125
13,2022,5,5,23,125
2,2022,5,6,0,126
3,2022,5,6,1,126
4,2022,5,6,2,126
1,2022,5,6,3,126
5,2022,5,6,4,126
14,2022,5,6,5,126
94,2022,5,6,6,126
204,2022,5,6,7,126
197,2022,5,6,8,126
111,2022,5,6,9,126
61,2022,5,6,10,126
70,2022,5,6,11,126
132,2022,5,6,12,126
134,2022,5,6,13,126
94,2022,5,6,14,126
136,2022,5,6,15,126
194,2022,5,6,16,126
172,2022,5,6,17,126
129,2022,5,6,18,126
104,2022,5,6,19,126
86,2022,5,6,20,126
51,2022,5,6,21,126
42,2022,5,6,22,126
19,2022,5,6,23,126
14,2022,5,7,0,127
5,2022,5,7,1,127
6,2022,5,7,2,127
9,2022,5,7,3,127
11,2022,5,7,4,127
10,2022,5,7,5,127
27,2022,5,7,6,127
39,2022,5,7,7,127
72,2022,5,7,8,127
73,2022,5,7,9,127
102,2022,5,7,10,127
85,2022,5,7,11,127
103,2022,5,7,12,127
103,2022,5,7,13,127
94,2022,5,7,14,127
102,2022,5,7,15,127
106,2022,5,7,16,127
93,2022,5,7,17,127
102,2022,5,7,18,127
76,2022,5,7,19,127
42,2022,5,7,20,127
46,2022,5,7,21,127
32,2022,5,7,22,127
19,2022,5,7,23,127
33,2022,5,8,0,128
61,2022,5,8,1,128
90,2022,5,8,2,128
76,2022,5,8,3,128
57,2022,5,8,4,128
49,2022,5,8,5,128
46,2022,5,8,6,128
32,2022,5,8,7,128
35,2022,5,8,8,128
55,2022,5,8,9,128
100,2022,5,8,10,128
77,2022,5,8,11,128
86,2022,5,8,12,128
77,2022,5,8,13,128
109,2022,5,8,14,128
67,2022,5,8,15,128
102,2022,5,8,16,128
91,2022,5,8,17,128
97,2022,5,8,18,128
47,2022,5,8,19,128
44,2022,5,8,20,128
30,2022,5,8,21,128
15,2022,5,8,22,128
6,2022,5,8,23,128
9,2022,5,9,0,129
1,2022,5,9,1,129
0,2022,5,9,2,129
3,2022,5,9,3,129
7,2022,5,9,4,129
35,2022,5,9,5,129
153,2022,5,9,6,129
385,2022,5,9,7,129
311,2022,5,9,8,129
158,2022,5,9,9,129
90,2022,5,9,10,129
132,2022,5,9,11,129
152,2022,5,9,12,129
174,2022,5,9,13,129
121,2022,5,9,14,129
150,2022,5,9,15,129
236,2022,5,9,16,129
342,2022,5,9,17,129
248,2022,5,9,18,129
139,2022,5,9,19,129
98,2022,5,9,20,129
74,2022,5,9,21,129
47,2022,5,9,22,129
10,2022,5,9,23,129
4,2022,5,10,0,130
2,2022,5,10,1,130
1,2022,5,10,2,130
1,2022,5,10,3,130
6,2022,5,10,4,130
42,2022,5,10,5,130
177,2022,5,10,6,130
415,2022,5,10,7,130
393,2022,5,10,8,130
158,2022,5,10,9,130
94,2022,5,10,10,130
109,2022,5,10,11,130
192,2022,5,10,12,130
154,2022,5,10,13,130
149,2022,5,10,14,130
178,2022,5,10,15,130
303,2022,5,10,16,130
379,2022,5,10,17,130
261,2022,5,10,18,130
137,2022,5,10,19,130
129,2022,5,10,20,130
61,2022,5,10,21,130
61,2022,5,10,22,130
27,2022,5,10,23,130
3,2022,5,11,0,131
1,2022,5,11,1,131
4,2022,5,11,2,131
3,2022,5,11,3,131
10,2022,5,11,4,131
34,2022,5,11,5,131
141,2022,5,11,6,131
403,2022,5,11,7,131
340,2022,5,11,8,131
147,2022,5,11,9,131
113,2022,5,11,10,131
135,2022,5,11,11,131
208,2022,5,11,12,131
174,2022,5,11,13,131
173,2022,5,11,14,131
228,2022,5,11,15,131
254,2022,5,11,16,131
316,2022,5,11,17,131
238,2022,5,11,18,131
155,2022,5,11,19,131
133,2022,5,11,20,131
94,2022,5,11,21,131
52,2022,5,11,22,131
16,2022,5,11,23,131
0,2022,5,12,0,132
3,2022,5,12,1,132
5,2022,5,12,2,132
0,2022,5,12,3,132
10,2022,5,12,4,132
31,2022,5,12,5,132
129,2022,5,12,6,132
374,2022,5,12,7,132
321,2022,5,12,8,132
158,2022,5,12,9,132
118,2022,5,12,10,132
107,2022,5,12,11,132
192,2022,5,12,12,132
205,2022,5,12,13,132
121,2022,5,12,14,132
165,2022,5,12,15,132
231,2022,5,12,16,132
351,2022,5,12,17,132
216,2022,5,12,18,132
148,2022,5,12,19,132
82,2022,5,12,20,132
57,2022,5,12,21,132
264,2022,5,12,22,132
88,2022,5,12,23,132
12,2022,5,13,0,133
6,2022,5,13,1,133
2,2022,5,13,2,133
1,2022,5,13,3,133
4,2022,5,13,4,133
17,2022,5,13,5,133
44,2022,5,13,6,133
82,2022,5,13,7,133
97,2022,5,13,8,133
91,2022,5,13,9,133
81,2022,5,13,10,133
76,2022,5,13,11,133
106,2022,5,13,12,133
109,2022,5,13,13,133
83,2022,5,13,14,133
71,2022,5,13,15,133
83,2022,5,13,16,133
94,2022,5,13,17,133
76,2022,5,13,18,133
62,2022,5,13,19,133
42,2022,5,13,20,133
31,2022,5,13,21,133
18,2022,5,13,22,133
9,2022,5,13,23,133
10,2022,5,14,0,134
5,2022,5,14,1,134
5,2022,5,14,2,134
3,2022,5,14,3,134
7,2022,5,14,4,134
9,2022,5,14,5,134
21,2022,5,14,6,134
22,2022,5,14,7,134
42,2022,5,14,8,134
81,2022,5,14,9,134
57,2022,5,14,10,134
68,2022,5,14,11,134
85,2022,5,14,12,134
93,2022,5,14,13,134
68,2022,5,14,14,134
44,2022,5,14,15,134
49,2022,5,14,16,134
55,2022,5,14,17,134
51,2022,5,14,18,134
35,2022,5,14,19,134
19,2022,5,14,20,134
13,2022,5,14,21,134
10,2022,5,14,22,134
14,2022,5,14,23,134
18,2022,5,15,0,135
24,2022,5,15,1,135
20,2022,5,15,2,135
22,2022,5,15,3,135
11,2022,5,15,4,135
5,2022,5,15,5,135
16,2022,5,15,6,135
27,2022,5,15,7,135
39,2022,5,15,8,135
50,2022,5,15,9,135
102,2022,5,15,10,135
143,2022,5,15,11,135
92,2022,5,15,12,135
133,2022,5,15,13,135
132,2022,5,15,14,135
120,2022,5,15,15,135
85,2022,5,15,16,135
129,2022,5,15,17,135
117,2022,5,15,18,135
76,2022,5,15,19,135
63,2022,5,15,20,135
49,2022,5,15,21,135
27,2022,5,15,22,135
14,2022,5,15,23,135
6,2022,5,16,0,136
0,2022,5,16,1,136
0,2022,5,16,2,136
3,2022,5,16,3,136
12,2022,5,16,4,136
36,2022,5,16,5,136
141,2022,5,16,6,136
353,2022,5,16,7,136
297,2022,5,16,8,136
120,2022,5,16,9,136
96,2022,5,16,10,136
131,2022,5,16,11,136
149,2022,5,16,12,136
151,2022,5,16,13,136
126,2022,5,16,14,136
136,2022,5,16,15,136
241,2022,5,16,16,136
352,2022,5,16,17,136
192,2022,5,16,18,136
150,2022,5,16,19,136
101,2022,5,16,20,136
66,2022,5,16,21,136
32,2022,5,16,22,136
14,2022,5,16,23,136
6,2022,5,17,0,137
2,2022,5,17,1,137
2,2022,5,17,2,137
1,2022,5,17,3,137
14,2022,5,17,4,137
41,2022,5,17,5,137
156,2022,5,17,6,137
409,2022,5,17,7,137
363,2022,5,17,8,137
119,2022,5,17,9,137
101,2022,5,17,10,137
112,2022,5,17,11,137
178,2022,5,17,12,137
182,2022,5,17,13,137
152,2022,5,17,14,137
175,2022,5,17,15,137
270,2022,5,17,16,137
369,2022,5,17,17,137
280,2022,5,17,18,137
142,2022,5,17,19,137
128,2022,5,17,20,137
81,2022,5,17,21,137
56,2022,5,17,22,137
16,2022,5,17,23,137
2,2022,5,18,0,138
1,2022,5,18,1,138
2,2022,5,18,2,138
3,2022,5,18,3,138
10,2022,5,18,4,138
33,2022,5,18,5,138
126,2022,5,18,6,138
389,2022,5,18,7,138
302,2022,5,18,8,138
160,2022,5,18,9,138
112,2022,5,18,10,138
139,2022,5,18,11,138
225,2022,5,18,12,138
172,2022,5,18,13,138
185,2022,5,18,14,138
170,2022,5,18,15,138
257,2022,5,18,16,138
374,2022,5,18,17,138
221,2022,5,18,18,138
168,2022,5,18,19,138
120,2022,5,18,20,138
112,2022,5,18,21,138
50,2022,5,18,22,138
17,2022,5,18,23,138
12,2022,5,19,0,139
2,2022,5,19,1,139
2,2022,5,19,2,139
0,2022,5,19,3,139
9,2022,5,19,4,139
35,2022,5,19,5,139
154,2022,5,19,6,139
369,2022,5,19,7,139
350,2022,5,19,8,139
152,2022,5,19,9,139
134,2022,5,19,10,139
134,2022,5,19,11,139
181,2022,5,19,12,139
207,2022,5,19,13,139
142,2022,5,19,14,139
167,2022,5,19,15,139
